make,model,location,price,body_type,type,doors,mileage,first_registration,gearbox,fuel_type,colour,seller,seats,engine_size,gears,drivetrain,cylinders,comfort_convenience,entertainment_media,safety_security,extras,empty_weight,emission_class,upholstery,power_kw,power_hp,consumption_comb
Peugeot,Old,IT,6200.0,Coupe,Used,5.0,116000.0,13,Manual,Diesel,Dark,Dealer,5.0,1560.0,6.0,Front,4.0,3,7,9,3,1393.0,Euro 5,Full leather,82.0,111.0,4.6
Peugeot,Old,IT,5500.0,Coupe,Used,5.0,68000.0,14,Manual,Benzine,Dark,Dealer,5.0,1397.0,5.0,Front,4.0,4,4,9,2,1253.0,Euro 4,Cloth,70.0,95.0,6.1
Peugeot,Old,IT,1300.0,Coupe,Used,2.0,156246.0,19,Manual,Benzine,Dark,Dealer,4.0,1587.0,5.0,Front,4.0,4,2,8,2,1215.0,Euro 3,Cloth,80.0,109.0,7.0
Peugeot,Old,DE,14950.0,Coupe,Used,2.0,43000.0,12,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,18,8,16,8,1297.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,ES,9500.0,Coupe,Used,2.0,179500.0,11,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,5,3,8,1,1275.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,DE,8490.0,Coupe,Used,2.0,145900.0,12,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,14,7,13,7,1486.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,ES,3900.0,Coupe,Used,2.0,289000.0,15,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,6,1,11,1,1650.0,Euro 4,Full leather,100.0,136.0,5.9
Peugeot,Old,ES,12490.0,Coupe,Used,2.0,198609.0,10,Manual,Benzine,Light,Dealer,4.0,1600.0,6.0,Front,4.0,8,7,5,1,1372.0,Euro 5,Full leather,115.0,156.0,6.7
Peugeot,Old,ES,7400.0,Coupe,Used,2.0,168262.0,17,Automatic,Diesel,Dark,Dealer,4.0,2720.0,6.0,Front,6.0,7,1,12,1,1799.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,ES,5490.0,Coupe,Used,3.0,240000.0,13,Manual,Benzine,Light,Dealer,4.0,1598.0,5.0,Front,4.0,3,2,10,1,1328.0,Euro 4,Full leather,88.0,120.0,6.397435897435891
Peugeot,Old,ES,9750.0,Coupe,Used,2.0,218722.0,11,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,20,8,10,1,1250.0,Euro 5,Full leather,120.0,163.0,5.953658536585363
Peugeot,Old,NL,10945.0,Coupe,Used,2.0,119987.0,11,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,14,7,13,2,1250.0,Euro 5,Cloth,115.0,156.0,6.7
Peugeot,Old,ES,10290.0,Coupe,Used,2.0,197496.0,11,Manual,Diesel,Others,Dealer,4.0,1997.0,6.0,Front,4.0,20,8,10,1,1250.0,Euro 5,Full leather,120.0,163.0,5.953658536585363
Peugeot,Old,ES,15200.0,Coupe,Used,2.0,109065.0,12,Manual,Benzine,Others,Dealer,4.0,1598.0,6.0,Front,4.0,7,4,9,3,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,ES,3600.0,Coupe,Used,2.0,247000.0,18,Manual,Diesel,Others,Dealer,4.0,2179.0,5.0,Front,4.0,7,2,5,6,1410.0,Euro 3,Full leather,98.0,133.0,6.4
Peugeot,Old,ES,5300.0,Coupe,Used,2.0,161013.0,17,Manual,Benzine,Dark,Dealer,4.0,2230.0,6.0,Front,4.0,6,5,11,1,1600.0,Euro 4,Full leather,119.0,162.0,9.2
Peugeot,Old,ES,5750.0,Coupe,Used,2.0,155558.0,15,Manual,Benzine,Others,Dealer,4.0,2200.0,6.0,Front,4.0,16,1,16,1,1575.0,Euro 4,Full leather,120.0,163.0,9.2
Peugeot,Old,ES,12890.0,Coupe,Used,2.0,146280.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,5,3,8,1,1275.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,FR,15900.0,Coupe,Used,2.0,48630.0,15,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,4,2,7,1,1653.0,Euro 4,Full leather,100.0,136.0,6.510869565217392
Peugeot,Old,ES,2450.0,Coupe,Used,2.0,195517.0,24,Manual,Benzine,Dark,Dealer,4.0,2996.0,5.0,Front,6.0,5,1,6,2,1458.0,Euro 3,Velour,143.0,194.0,10.9
Peugeot,Old,ES,25900.0,Coupe,Used,2.0,55000.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,5,2,8,2,1355.0,Euro 5,Full leather,199.0,271.0,6.3
Peugeot,Old,ES,2900.0,Coupe,Used,2.0,127000.0,23,Manual,Benzine,Dark,Dealer,4.0,1998.0,5.0,Front,4.0,4,4,6,1,1340.0,Euro 2,Full leather,97.0,132.0,9.4
Peugeot,Old,ES,11980.0,Coupe,Used,2.0,128000.0,13,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,5,3,8,1,1275.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,IT,3900.0,Coupe,Used,2.0,139000.0,17,Semi-automatic,Diesel,Others,Private_Seller,4.0,2720.0,6.0,Front,6.0,16,2,13,5,1799.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,DE,22222.0,Coupe,Used,2.0,173000.0,8,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,17,8,24,10,1355.0,Euro 6,alcantara,199.0,271.0,6.3
Peugeot,Old,IT,10000.0,Coupe,Used,4.0,80000.0,17,Semi-automatic,Diesel,Others,Private_Seller,5.0,2720.0,6.0,Front,6.0,15,5,13,1,1802.0,Euro 4,Full leather,150.0,204.0,8.4
Peugeot,Old,BE,19900.0,Coupe,Used,2.0,150000.0,8,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,15,8,17,7,1355.0,Euro 5,Part leather,199.0,271.0,6.3
Peugeot,Old,IT,30000.0,Coupe,Used,2.0,86000.0,8,Manual,Benzine,Others,Private_Seller,4.0,1598.0,6.0,Front,4.0,11,5,11,4,1355.0,Euro 6d-TEMP,Part leather,199.0,271.0,6.3
Peugeot,Old,NL,5450.0,Coupe,Used,2.0,163242.0,15,Manual,Benzine,Others,Dealer,4.0,2947.0,6.0,Front,6.0,12,3,15,2,1587.0,Euro 4,Full leather,155.0,211.0,10.2
Peugeot,Old,NL,17950.0,Coupe,Used,2.0,140000.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,13,4,13,4,1255.0,Euro 6,Part leather,199.0,271.0,6.3
Peugeot,Old,IT,8250.0,Coupe,Used,2.0,96350.0,16,Automatic,Diesel,Dark,Private_Seller,4.0,2700.0,5.0,Front,6.0,10,6,7,6,1799.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,AT,21490.0,Coupe,Used,2.0,93800.0,8,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,10,6,14,5,1280.0,Euro 5,Part leather,199.0,271.0,6.3
Peugeot,Old,IT,7000.0,Coupe,Used,2.0,175539.0,12,Manual,Diesel,Dark,Dealer,2.0,1997.0,6.0,Front,4.0,13,7,13,7,1652.0,Euro 5,Cloth,120.0,163.0,5.7
Peugeot,Old,DE,17200.0,Coupe,Used,2.0,24298.0,10,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,17,8,16,14,1340.0,Euro 5,Part leather,182.0,247.0,6.7
Peugeot,Old,DE,9900.0,Coupe,Used,2.0,136000.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,15,3,9,6,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,DE,5300.0,Coupe,Used,2.0,100000.0,16,Manual,Benzine,Others,Private_Seller,4.0,2230.0,6.0,Front,4.0,11,4,12,9,1600.0,Euro 4,Cloth,120.0,163.0,9.2
Peugeot,Old,DE,6600.0,Coupe,Used,2.0,170000.0,17,Automatic,Diesel,Dark,Dealer,4.0,2720.0,6.0,Front,4.0,10,2,11,1,1600.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,DE,8000.0,Coupe,Used,2.0,149000.0,10,Manual,Diesel,Light,Private_Seller,4.0,1997.0,6.0,Front,4.0,12,7,8,4,1486.0,Euro 5,Cloth,120.0,163.0,6.1490566037735865
Peugeot,Old,FR,27900.0,Coupe,Used,2.0,55000.0,9,Manual,Benzine,Dark,Dealer,4.0,1600.0,6.0,Front,4.0,10,6,12,2,1355.0,Euro 5,Full leather,199.0,271.0,5.6347826086956525
Peugeot,Old,DE,9990.0,Coupe,Used,2.0,156000.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,11,3,10,2,1355.0,Euro 5,Cloth,147.0,200.0,6.9
Peugeot,Old,ES,24500.0,Coupe,Used,2.0,29900.0,7,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,16,9,8,2,1372.0,Euro 6,alcantara,147.0,200.0,6.5
Peugeot,Old,AT,8700.0,Coupe,Used,2.0,141100.0,12,Manual,Benzine,Light,Private_Seller,4.0,1598.0,6.0,Front,4.0,7,4,9,3,1315.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,NL,23995.0,Coupe,Used,2.0,126720.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,12,4,13,4,1255.0,Euro 6,Full leather,199.0,271.0,6.3
Peugeot,Old,NL,6500.0,Coupe,Used,2.0,150627.0,14,Manual,Benzine,Dark,Dealer,4.0,2946.0,5.0,Front,6.0,15,5,15,9,1587.0,Euro 4,Full leather,155.0,211.0,7.2
Peugeot,Old,DE,3990.0,Coupe,Used,2.0,193431.0,16,Automatic,Diesel,Dark,Dealer,4.0,2720.0,6.0,Front,4.0,16,6,14,10,1799.0,Euro 4,Full leather,150.0,204.0,6.694230769230768
Peugeot,Old,DE,3300.0,Coupe,Used,2.0,155000.0,16,Manual,Benzine,Dark,Dealer,5.0,1598.0,5.0,Front,4.0,8,1,8,2,1214.0,Euro 4,Part leather,128.0,174.0,7.2
Peugeot,Old,BE,4950.0,Coupe,Used,2.0,154200.0,17,Manual,Benzine,Others,Dealer,4.0,2230.0,6.0,Front,4.0,12,7,13,4,1600.0,Euro 4,Full leather,120.0,163.0,9.2
Peugeot,Old,NL,3250.0,Coupe,Used,2.0,277500.0,18,Manual,Benzine,Others,Private_Seller,4.0,2946.0,6.0,Front,6.0,20,4,14,7,1637.0,Euro 4,Full leather,155.0,211.0,10.2
Peugeot,Old,NL,17990.0,Coupe,Used,2.0,140659.0,8,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,14,4,15,4,1272.0,Euro 6,Full leather,147.0,200.0,6.5
Peugeot,Old,NL,999.0,Coupe,Used,2.0,239181.0,25,Manual,Benzine,Dark,Dealer,4.0,1998.0,5.0,Front,4.0,4,2,7,1,1315.0,Euro 2,Full leather,97.0,132.0,9.4
Peugeot,Old,NL,14950.0,Coupe,Used,2.0,130288.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,9,4,11,3,1272.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,DE,7000.0,Coupe,Used,2.0,165000.0,13,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,8,7,11,3,1372.0,Euro 5,Cloth,147.0,200.0,6.9
Peugeot,Old,AT,6350.0,Coupe,Used,2.0,257500.0,13,Automatic,Diesel,Dark,Private_Seller,4.0,2992.0,6.0,Front,6.0,19,8,19,10,1706.0,Euro 4,Full leather,177.0,241.0,7.2
Peugeot,Old,IT,14000.0,Coupe,Used,2.0,8000.0,11,Manual,Benzine,Light,Private_Seller,4.0,1598.0,6.0,Front,4.0,20,8,10,1,1275.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,DE,6940.0,Coupe,Used,2.0,358000.0,13,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,14,4,8,6,1390.0,Euro 5,Full leather,120.0,163.0,6.397435897435891
Peugeot,Old,DE,8990.0,Coupe,Used,2.0,165400.0,13,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,12,5,11,9,1390.0,Euro 5,Cloth,147.0,200.0,6.9
Peugeot,Old,NL,8500.0,Coupe,Used,2.0,110000.0,12,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,9,3,6,3,1272.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,DE,8999.0,Coupe,Used,2.0,65000.0,17,Automatic,Diesel,Others,Dealer,4.0,2720.0,6.0,Front,4.0,15,3,15,7,1600.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,DE,10999.0,Coupe,Used,2.0,106456.0,9,Manual,Benzine,Others,Dealer,5.0,1598.0,5.0,Front,3.0,18,7,16,9,950.0,Euro 5,Part leather,147.0,200.0,5.9
Peugeot,Old,NL,12900.0,Coupe,Used,2.0,116643.0,13,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,11,5,13,5,1250.0,Euro 5,Full leather,115.0,156.0,6.7
Peugeot,Old,IT,10000.0,Coupe,Used,2.0,187000.0,11,Manual,Diesel,Light,Private_Seller,4.0,1997.0,6.0,Front,4.0,8,5,13,3,1370.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,IT,9000.0,Coupe,Used,3.0,124388.0,13,Manual,Benzine,Light,Private_Seller,4.0,1598.0,6.0,Front,4.0,10,6,6,3,1390.0,Euro 5,Other,115.0,156.0,6.397435897435891
Peugeot,Old,NL,2750.0,Coupe,Used,2.0,198000.0,23,Manual,Benzine,Dark,Private_Seller,4.0,2946.0,5.0,Front,6.0,8,4,11,1,1460.0,Euro 2,Full leather,152.0,207.0,10.0
Peugeot,Old,IT,23000.0,Coupe,Used,2.0,60000.0,10,Manual,Diesel,Light,Private_Seller,4.0,1997.0,6.0,Front,4.0,7,3,13,4,1370.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,IT,1999.0,Coupe,Used,5.0,19999.0,16,Manual,Benzine,Dark,Private_Seller,5.0,1397.0,5.0,Front,4.0,3,4,8,1,1253.0,Euro 4,Full leather,70.0,95.0,6.1
Peugeot,Old,BE,15900.0,Coupe,Used,2.0,71000.0,10,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,14,5,13,5,1372.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,DE,6999.0,Coupe,Used,2.0,236000.0,11,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,15,5,11,6,1250.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,ES,4990.0,Coupe,Used,2.0,134000.0,17,Automatic,Diesel,Dark,Private_Seller,4.0,2720.0,6.0,Front,6.0,16,4,15,1,1799.0,Euro 4,Cloth,150.0,204.0,8.5
Peugeot,Old,IT,3500.0,Coupe,Used,5.0,265000.0,12,Manual,Diesel,Light,Private_Seller,5.0,1560.0,6.0,Front,4.0,11,6,13,3,1393.0,Euro 5,Full leather,82.0,111.0,4.4
Peugeot,Old,DE,1999.0,Coupe,Used,2.0,200000.0,17,Automatic,Diesel,Others,Dealer,4.0,2720.0,6.0,Front,6.0,10,5,13,3,1600.0,Euro 4,Cloth,150.0,204.0,8.5
Peugeot,Old,BE,12990.0,Coupe,Used,2.0,79585.0,11,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,14,8,17,11,1445.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,DE,5700.0,Coupe,Used,2.0,140000.0,17,Manual,Benzine,Dark,Private_Seller,4.0,2946.0,6.0,Front,6.0,15,4,15,4,1687.0,Euro 4,Full leather,155.0,211.0,10.2
Peugeot,Old,AT,11400.0,Coupe,Used,2.0,94000.0,12,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,4,2,8,1,1315.0,Euro 5,Cloth,115.0,156.0,6.4
Peugeot,Old,AT,11400.0,Coupe,Used,2.0,94000.0,12,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,3,2,8,1,1315.0,Euro 5,Cloth,115.0,156.0,6.4
Peugeot,Old,DE,10500.0,Coupe,Used,2.0,131270.0,13,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,15,8,18,8,1411.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,IT,13800.0,Coupe,Used,2.0,163000.0,13,Manual,Benzine,Others,Private_Seller,4.0,1598.0,6.0,Front,4.0,18,8,15,5,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,NL,3499.0,Coupe,Used,2.0,141808.0,23,Manual,Benzine,Dark,Dealer,4.0,1997.0,5.0,Front,4.0,7,4,11,1,1315.0,Euro 3,Velour,99.0,135.0,8.3
Peugeot,Old,DE,8100.0,Coupe,Used,2.0,93000.0,13,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,15,6,14,4,1390.0,Euro 5,Part leather,115.0,156.0,6.4
Peugeot,Old,DE,16500.0,Coupe,Used,2.0,24000.0,11,Manual,Benzine,Light,Private_Seller,4.0,1598.0,6.0,Front,4.0,11,7,14,3,1411.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,DE,13360.0,Coupe,Used,2.0,96200.0,11,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,15,8,18,8,1372.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,BE,21000.0,Coupe,Used,3.0,145000.0,36,Manual,Benzine,Others,Private_Seller,5.0,1721.0,5.0,Front,4.0,5,2,4,6,915.0,Euro 1,Full leather,77.0,105.0,5.299498565436339
Peugeot,Old,DE,12588.0,Coupe,Used,2.0,115300.0,12,Manual,Benzine,Light,Dealer,2.0,1598.0,5.0,Front,4.0,10,6,7,6,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,BE,14950.0,Coupe,Used,2.0,77603.0,10,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,15,8,10,6,1350.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,DE,25290.0,Coupe,Used,2.0,86978.0,9,Manual,Benzine,Others,Dealer,4.0,1587.0,6.0,Front,4.0,12,5,15,5,1355.0,Euro 6,alcantara,199.0,271.0,6.3
Peugeot,Old,DE,7990.0,Coupe,Used,2.0,95500.0,49,Manual,Benzine,Light,Private_Seller,5.0,1299.0,6.0,Front,4.0,3,2,2,1,1395.0,Euro 6,Full leather,55.0,75.0,5.344502924204186
Peugeot,Old,AT,9990.0,Coupe,Used,2.0,154028.0,12,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,17,6,15,5,1411.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,DE,7950.0,Coupe,Used,2.0,177783.0,15,Automatic,Diesel,Others,Dealer,4.0,2720.0,6.0,Front,4.0,14,4,13,6,1575.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,DE,12500.0,Coupe,Used,2.0,121500.0,10,Manual,Benzine,Light,Private_Seller,4.0,1598.0,6.0,Front,4.0,15,7,16,10,1372.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,FR,12850.0,Coupe,Used,2.0,76900.0,11,Manual,Diesel,Light,Dealer,5.0,1461.0,5.0,Front,4.0,13,5,18,1,1171.0,Euro 4,Full leather,87.4718309859155,119.04929577464787,5.953658536585363
Peugeot,Old,FR,7000.0,Coupe,Used,2.0,65000.0,15,Automatic,Diesel,Dark,Private_Seller,4.0,2720.0,6.0,Front,6.0,14,5,16,3,1799.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,IT,13500.0,Coupe,Used,2.0,250000.0,11,Manual,Diesel,Light,Private_Seller,4.0,1997.0,6.0,Front,4.0,8,8,15,5,1370.0,Euro 5,Cloth,120.0,163.0,5.3
Peugeot,Old,FR,7990.0,Coupe,Used,2.0,168070.0,15,Automatic,Diesel,Dark,Dealer,4.0,2721.0,6.0,Front,4.0,1,1,16,1,1575.0,Euro 4,Full leather,152.0,207.0,6.5108695652173925
Peugeot,Old,NL,5000.0,Coupe,Used,2.0,147500.0,24,Manual,Benzine,Others,Private_Seller,4.0,2946.0,5.0,Front,6.0,10,3,7,4,1533.0,Euro 3,Velour,140.0,190.0,10.9
Peugeot,Old,BE,13990.0,Coupe,Used,2.0,68822.0,10,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,13,4,11,4,1350.0,Euro 5,Cloth,115.0,156.0,6.4
Peugeot,Old,AT,9990.0,Coupe,Used,2.0,133000.0,13,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,8,4,11,1,1390.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,DE,3999.0,Coupe,Used,2.0,208000.0,16,Automatic,Diesel,Light,Dealer,4.0,2720.0,6.0,Front,4.0,9,1,10,3,1799.0,Euro 4,Cloth,150.0,204.0,8.5
Peugeot,Old,DE,11900.0,Coupe,Used,2.0,137700.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,18,7,15,11,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,IT,5999.0,Coupe,Used,2.0,255100.0,14,Automatic,Diesel,Dark,Private_Seller,4.0,2992.0,6.0,Front,6.0,14,6,18,9,1781.0,Euro 5,Full leather,177.0,241.0,7.2
Peugeot,Old,BE,14950.0,Coupe,Used,2.0,88000.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,14,6,12,3,1350.0,Euro 5,Part leather,115.0,156.0,6.4
Peugeot,Old,LU,9000.0,Coupe,Used,2.0,143000.0,12,Manual,Benzine,Others,Private_Seller,4.0,1598.0,6.0,Front,4.0,15,5,14,4,1390.0,Euro 6d,Full leather,115.0,156.0,7.0
Peugeot,Old,NL,2999.0,Coupe,Used,2.0,235755.0,17,Automatic,Benzine,Dark,Dealer,4.0,2947.0,6.0,Front,6.0,13,3,15,2,1612.0,Euro 4,Full leather,155.0,211.0,10.2
Peugeot,Old,DE,11999.0,Coupe,Used,2.0,90400.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,11,3,7,3,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,IT,5900.0,Coupe,Used,2.0,154000.0,16,Automatic,Diesel,Dark,Dealer,4.0,2720.0,6.0,Front,6.0,13,6,16,4,1799.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,DE,10900.0,Coupe,Used,2.0,105000.0,13,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,18,5,19,13,1411.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,BE,9500.0,Coupe,Used,2.0,129000.0,12,Manual,Benzine,Dark,Private_Seller,4.0,1598.0,6.0,Front,4.0,9,4,10,2,1350.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,FR,8900.0,Coupe,Used,2.0,169014.0,13,Manual,Diesel,Dark,Dealer,4.0,1461.0,6.0,Front,4.0,7,1,1,2,1390.0,Euro 5,Full leather,120.0,163.0,6.397435897435891
Peugeot,Old,IT,6000.0,Coupe,Used,2.0,43000.0,26,Manual,Benzine,Others,Private_Seller,4.0,1998.0,5.0,Front,4.0,1,1,2,1,1415.0,Euro 2,Part leather,97.0,132.0,9.4
Peugeot,Old,BE,11490.0,Coupe,Used,2.0,83281.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,10,4,11,2,1350.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,DE,13800.0,Coupe,Used,2.0,95000.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,17,6,15,5,1355.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,DE,12499.0,Coupe,Used,2.0,88632.0,9,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,16,8,12,7,1355.0,Euro 5,Cloth,115.0,156.0,6.7
Peugeot,Old,IT,15300.0,Coupe,Used,2.0,13000.0,12,Manual,Benzine,Others,Private_Seller,4.0,1598.0,6.0,Front,4.0,9,8,14,8,1297.0,Euro 5,Part leather,147.0,200.0,6.9
Peugeot,Old,BE,18990.0,Coupe,Used,2.0,75306.0,8,Manual,Diesel,Light,Dealer,4.0,1997.0,6.0,Front,4.0,13,7,10,3,1445.0,Euro 5,Part leather,120.0,163.0,5.0
Peugeot,Old,DE,8990.0,Coupe,Used,2.0,160750.0,12,Manual,Diesel,Dark,Dealer,4.0,1997.0,6.0,Front,4.0,15,4,9,6,1297.0,Euro 5,Full leather,120.0,163.0,5.3
Peugeot,Old,DE,9990.0,Coupe,Used,2.0,175351.0,11,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,11,4,10,3,1250.0,Euro 5,Cloth,147.0,200.0,6.9
Peugeot,Old,BE,10250.0,Coupe,Used,2.0,86891.0,13,Manual,Benzine,Others,Dealer,4.0,1598.0,6.0,Front,4.0,9,7,13,6,1350.0,Euro 5,Cloth,115.0,156.0,6.4
Peugeot,Old,DE,4290.0,Coupe,Used,2.0,194000.0,14,Automatic,Diesel,Dark,Dealer,4.0,2720.0,5.0,Front,4.0,17,5,15,5,1430.0,Euro 4,Full leather,150.0,204.0,8.5
Peugeot,Old,AT,21000.0,Coupe,Used,3.0,170605.0,31,Manual,Benzine,Others,Private_Seller,5.0,1905.0,5.0,Front,4.0,5,2,5,9,975.0,Euro 1,Part leather,108.0,147.0,14.0
Peugeot,Old,DE,23550.0,Coupe,Used,2.0,71210.0,8,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,9,6,13,1,1355.0,Euro 5,Part leather,147.0,200.0,6.9
Peugeot,Old,DE,9800.0,Coupe,Used,2.0,145000.0,10,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,11,6,11,2,1372.0,Euro 5,Part leather,115.0,156.0,6.4
Peugeot,Old,AT,12500.0,Coupe,Used,2.0,98000.0,11,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,11,5,13,3,1250.0,Euro 5,Full leather,115.0,156.0,6.4
Peugeot,Old,BE,14590.0,Coupe,Used,2.0,97733.0,8,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,14,7,12,3,1350.0,Euro 5,Part leather,115.0,156.0,6.4
Peugeot,Old,IT,11990.0,Coupe,Used,3.0,113000.0,12,Manual,Benzine,Light,Dealer,4.0,1598.0,6.0,Front,4.0,18,8,15,9,1372.0,Euro 5,Full leather,147.0,200.0,6.7
Peugeot,Old,IT,11500.0,Coupe,Used,2.0,175652.0,12,Manual,Benzine,Light,Dealer,2.0,1598.0,6.0,Front,4.0,7,3,8,2,1297.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,NL,11499.0,Coupe,Used,2.0,112000.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,13,4,13,2,1272.0,Euro 5,Full leather,147.0,200.0,6.9
Peugeot,Old,BE,10990.0,Coupe,Used,2.0,94445.0,12,Manual,Benzine,Dark,Dealer,4.0,1598.0,6.0,Front,4.0,18,8,16,6,1350.0,Euro 5,Full leather,115.0,156.0,6.4
